file,true_label,verdict,correct,ml_score
LA_E_8625577.flac,spoof,FAKE,1,0.8426
LA_E_4874808.flac,bonafide,REAL,1,0.6322
LA_E_2503640.flac,spoof,REAL,0,0.5996
LA_E_9762507.flac,spoof,FAKE,1,0.7145
LA_E_5203735.flac,spoof,REAL,0,0.3723
LA_E_8394890.flac,spoof,FAKE,1,0.7356
LA_E_6551121.flac,spoof,FAKE,1,0.8032
LA_E_5535221.flac,bonafide,REAL,1,0.5412
LA_E_4810359.flac,bonafide,FAKE,0,0.7890
LA_E_1747033.flac,bonafide,REAL,1,0.3585
LA_E_1305857.flac,spoof,REAL,0,0.6780
LA_E_1190162.flac,spoof,REAL,0,0.5425
LA_E_3136282.flac,bonafide,REAL,1,0.6241
LA_E_3308188.flac,bonafide,REAL,1,0.6979
LA_E_3762404.flac,bonafide,REAL,1,0.5552
LA_E_5371740.flac,bonafide,FAKE,0,0.8225
LA_E_2071326.flac,spoof,REAL,0,0.3717
LA_E_5811527.flac,spoof,REAL,0,0.6706
LA_E_9369404.flac,spoof,REAL,0,0.6081
LA_E_6982952.flac,bonafide,REAL,1,0.5237
LA_E_1497410.flac,spoof,REAL,0,0.6003
LA_E_8787308.flac,bonafide,REAL,1,0.4629
LA_E_6820727.flac,bonafide,REAL,1,0.4495
LA_E_1538106.flac,bonafide,REAL,1,0.5088
LA_E_9783895.flac,spoof,REAL,0,0.6860
LA_E_8118853.flac,bonafide,FAKE,0,0.8045
LA_E_4842304.flac,bonafide,FAKE,0,0.7185
LA_E_8968699.flac,bonafide,REAL,1,0.3080
LA_E_4913556.flac,spoof,FAKE,1,0.8104
LA_E_1521270.flac,bonafide,REAL,1,0.4683
LA_E_7945539.flac,spoof,REAL,0,0.5137
LA_E_4280380.flac,spoof,REAL,0,0.5176
LA_E_8299903.flac,bonafide,REAL,1,0.5042
LA_E_3206824.flac,spoof,REAL,0,0.2803
LA_E_2192368.flac,spoof,REAL,0,0.6681
LA_E_8820345.flac,spoof,REAL,0,0.5816
LA_E_1396149.flac,bonafide,REAL,1,0.2728
LA_E_8672967.flac,bonafide,REAL,1,0.4195
LA_E_2272653.flac,bonafide,REAL,1,0.4018
LA_E_9562589.flac,bonafide,REAL,1,0.5231
LA_E_2385371.flac,bonafide,REAL,1,0.5832
LA_E_6324100.flac,bonafide,REAL,1,0.3543
LA_E_3915484.flac,spoof,REAL,0,0.5666
LA_E_4346613.flac,bonafide,REAL,1,0.6219
LA_E_2331632.flac,spoof,FAKE,1,0.8818
LA_E_2894067.flac,spoof,REAL,0,0.5469
LA_E_5725933.flac,spoof,FAKE,1,0.7575
LA_E_9477284.flac,bonafide,FAKE,0,0.7464
LA_E_2023347.flac,bonafide,REAL,1,0.3154
LA_E_2391777.flac,bonafide,REAL,1,0.6877
LA_E_9572485.flac,bonafide,FAKE,0,0.7915
LA_E_9046901.flac,spoof,REAL,0,0.4108
LA_E_2665022.flac,spoof,REAL,0,0.6604
LA_E_9764223.flac,spoof,FAKE,1,0.7244
LA_E_3294406.flac,bonafide,REAL,1,0.5566
LA_E_4118867.flac,spoof,REAL,0,0.6968
LA_E_6195954.flac,spoof,REAL,0,0.4713
LA_E_1862870.flac,bonafide,REAL,1,0.4249
LA_E_2302598.flac,bonafide,REAL,1,0.5841
LA_E_5716277.flac,spoof,FAKE,1,0.7038
LA_E_4228672.flac,bonafide,REAL,1,0.6660
LA_E_4446227.flac,spoof,REAL,0,0.6910
LA_E_5843488.flac,bonafide,REAL,1,0.5437
LA_E_8158117.flac,bonafide,REAL,1,0.5919
LA_E_2037472.flac,bonafide,REAL,1,0.5413
LA_E_6790053.flac,bonafide,REAL,1,0.5520
LA_E_4119085.flac,spoof,REAL,0,0.4989
LA_E_7926634.flac,spoof,REAL,0,0.6500
LA_E_5672717.flac,bonafide,REAL,1,0.6851
LA_E_8790259.flac,spoof,REAL,0,0.6268
LA_E_2817908.flac,spoof,REAL,0,0.5453
LA_E_7010272.flac,spoof,REAL,0,0.4060
LA_E_5432369.flac,spoof,FAKE,1,0.7830
LA_E_7204020.flac,bonafide,REAL,1,0.5175
LA_E_5538054.flac,bonafide,REAL,1,0.6189
LA_E_6325131.flac,bonafide,REAL,1,0.4513
LA_E_6137811.flac,spoof,REAL,0,0.5157
LA_E_4412122.flac,spoof,REAL,0,0.5440
LA_E_3186059.flac,bonafide,FAKE,0,0.7581
LA_E_1728405.flac,spoof,REAL,0,0.5311
LA_E_9925686.flac,spoof,FAKE,1,0.7182
LA_E_2244856.flac,bonafide,FAKE,0,0.7387
LA_E_8532354.flac,bonafide,REAL,1,0.5594
LA_E_3879562.flac,bonafide,FAKE,0,0.7728
LA_E_5247299.flac,spoof,REAL,0,0.6659
LA_E_7041225.flac,spoof,FAKE,1,0.8618
LA_E_8582468.flac,spoof,REAL,0,0.5469
LA_E_9429053.flac,bonafide,REAL,1,0.5003
LA_E_7706929.flac,spoof,FAKE,1,0.7175
LA_E_8464115.flac,spoof,REAL,0,0.6155
LA_E_6562086.flac,bonafide,REAL,1,0.5654
LA_E_3842546.flac,bonafide,REAL,1,0.4283
LA_E_1743353.flac,spoof,REAL,0,0.5471
LA_E_1800447.flac,spoof,REAL,0,0.5521
LA_E_1761436.flac,bonafide,REAL,1,0.4604
LA_E_8445185.flac,spoof,FAKE,1,0.7646
LA_E_3853825.flac,bonafide,REAL,1,0.6076
LA_E_3513840.flac,spoof,REAL,0,0.4502
LA_E_2340090.flac,bonafide,REAL,1,0.5015
LA_E_9986181.flac,spoof,REAL,0,0.6169
LA_E_5527720.flac,spoof,REAL,0,0.5031
LA_E_8522261.flac,spoof,FAKE,1,0.7722
LA_E_4612118.flac,spoof,REAL,0,0.4652
LA_E_7308163.flac,spoof,REAL,0,0.3099
LA_E_4795670.flac,spoof,REAL,0,0.5241
LA_E_7634247.flac,spoof,FAKE,1,0.7742
LA_E_4024700.flac,spoof,REAL,0,0.5353
LA_E_2770648.flac,bonafide,FAKE,0,0.7071
LA_E_9768333.flac,bonafide,FAKE,0,0.7739
LA_E_6418096.flac,spoof,REAL,0,0.6802
LA_E_5050252.flac,spoof,FAKE,1,0.7398
LA_E_6679148.flac,bonafide,REAL,1,0.5027
LA_E_5758706.flac,spoof,REAL,0,0.5499
LA_E_8823891.flac,bonafide,REAL,1,0.2576
LA_E_7243210.flac,spoof,REAL,0,0.3541
LA_E_9011440.flac,spoof,REAL,0,0.6258
LA_E_9808718.flac,bonafide,REAL,1,0.5839
LA_E_2078594.flac,spoof,FAKE,1,0.8976
LA_E_1242516.flac,spoof,FAKE,1,0.7220
LA_E_3472465.flac,bonafide,REAL,1,0.2778
LA_E_1965041.flac,bonafide,REAL,1,0.6735
LA_E_8780258.flac,spoof,FAKE,1,0.7277
LA_E_7276550.flac,bonafide,REAL,1,0.5576
LA_E_2962672.flac,bonafide,REAL,1,0.4789
LA_E_8259161.flac,spoof,FAKE,1,0.8180
LA_E_4165343.flac,bonafide,REAL,1,0.6570
LA_E_4509599.flac,spoof,FAKE,1,0.7173
LA_E_3762049.flac,bonafide,REAL,1,0.5145
LA_E_3074448.flac,bonafide,FAKE,0,0.7010
LA_E_2947432.flac,spoof,FAKE,1,0.7097
LA_E_5401969.flac,bonafide,REAL,1,0.5131
LA_E_5648822.flac,spoof,REAL,0,0.5987
LA_E_1345821.flac,spoof,REAL,0,0.5194
LA_E_8656824.flac,spoof,FAKE,1,0.7617
LA_E_4983390.flac,bonafide,REAL,1,0.5757
LA_E_4651767.flac,spoof,FAKE,1,0.7899
LA_E_2973576.flac,bonafide,FAKE,0,0.7817
LA_E_4255966.flac,bonafide,REAL,1,0.4235
LA_E_8579952.flac,bonafide,FAKE,0,0.7912
LA_E_4543961.flac,bonafide,REAL,1,0.5048
LA_E_2314393.flac,spoof,REAL,0,0.6644
LA_E_5916678.flac,spoof,FAKE,1,0.7943
LA_E_7259412.flac,bonafide,REAL,1,0.4468
LA_E_5481763.flac,bonafide,REAL,1,0.3420
LA_E_9047782.flac,spoof,REAL,0,0.5682
LA_E_1955622.flac,bonafide,REAL,1,0.3773
LA_E_3543298.flac,bonafide,REAL,1,0.5342
LA_E_5831329.flac,bonafide,REAL,1,0.6075
LA_E_2929160.flac,bonafide,REAL,1,0.6703
LA_E_6024955.flac,spoof,FAKE,1,0.7270
LA_E_6422519.flac,bonafide,REAL,1,0.4118
LA_E_3581568.flac,bonafide,REAL,1,0.3922
LA_E_9917850.flac,spoof,REAL,0,0.5126
LA_E_2241180.flac,spoof,REAL,0,0.6961
LA_E_7215998.flac,spoof,REAL,0,0.3540
LA_E_1561621.flac,spoof,FAKE,1,0.8186
LA_E_3775921.flac,bonafide,REAL,1,0.6478
LA_E_6396921.flac,spoof,FAKE,1,0.7456
LA_E_1818138.flac,bonafide,REAL,1,0.2386
LA_E_5220682.flac,bonafide,REAL,1,0.2373
LA_E_8045710.flac,spoof,REAL,0,0.6691
LA_E_3952067.flac,bonafide,REAL,1,0.3508
LA_E_6820902.flac,bonafide,REAL,1,0.4325
LA_E_1700735.flac,spoof,REAL,0,0.5457
LA_E_5479592.flac,bonafide,REAL,1,0.3902
LA_E_5918799.flac,spoof,REAL,0,0.6272
LA_E_9710732.flac,spoof,FAKE,1,0.8074
LA_E_4746938.flac,bonafide,REAL,1,0.3253
LA_E_4346152.flac,spoof,REAL,0,0.6482
LA_E_3668562.flac,spoof,FAKE,1,0.7763
LA_E_1797079.flac,spoof,REAL,0,0.6067
LA_E_3941353.flac,spoof,REAL,0,0.4731
LA_E_6510971.flac,bonafide,REAL,1,0.4471
LA_E_4635032.flac,spoof,REAL,0,0.6070
LA_E_7955939.flac,bonafide,REAL,1,0.5026
LA_E_5171173.flac,bonafide,REAL,1,0.6940
LA_E_8360844.flac,bonafide,REAL,1,0.3859
LA_E_1740052.flac,bonafide,REAL,1,0.5316
LA_E_5851408.flac,spoof,REAL,0,0.5781
LA_E_4690650.flac,spoof,REAL,0,0.5292
LA_E_3762648.flac,spoof,FAKE,1,0.8478
LA_E_5973161.flac,bonafide,REAL,1,0.2103
LA_E_7187587.flac,bonafide,REAL,1,0.4473
LA_E_4313977.flac,spoof,FAKE,1,0.7741
LA_E_4899155.flac,bonafide,REAL,1,0.6190
LA_E_2224987.flac,spoof,REAL,0,0.5656
LA_E_9718351.flac,bonafide,REAL,1,0.5491
LA_E_1788376.flac,spoof,REAL,0,0.6656
LA_E_4729470.flac,bonafide,REAL,1,0.3927
LA_E_8122612.flac,bonafide,REAL,1,0.5602
LA_E_3029504.flac,spoof,FAKE,1,0.7522
LA_E_1448722.flac,spoof,REAL,0,0.3632
LA_E_3203455.flac,spoof,FAKE,1,0.8377
LA_E_3376000.flac,bonafide,REAL,1,0.6503
LA_E_7781375.flac,spoof,REAL,0,0.5444
LA_E_3193399.flac,bonafide,FAKE,0,0.8304
LA_E_3310558.flac,spoof,REAL,0,0.6602
LA_E_8474281.flac,spoof,FAKE,1,0.7966
LA_E_8457854.flac,spoof,REAL,0,0.5119
LA_E_8824096.flac,spoof,REAL,0,0.4992
LA_E_4217620.flac,spoof,REAL,0,0.4724
LA_E_6288361.flac,bonafide,REAL,1,0.5624
LA_E_1405448.flac,spoof,REAL,0,0.4245
LA_E_8990701.flac,spoof,FAKE,1,0.7105
LA_E_8048560.flac,spoof,FAKE,1,0.7603
LA_E_1574986.flac,spoof,REAL,0,0.3902
LA_E_1565738.flac,bonafide,REAL,1,0.5028
LA_E_4176975.flac,spoof,REAL,0,0.6090
LA_E_8889577.flac,bonafide,REAL,1,0.4654
LA_E_9835809.flac,bonafide,REAL,1,0.3499
LA_E_8283472.flac,spoof,FAKE,1,0.7075
LA_E_3688761.flac,spoof,REAL,0,0.5760
LA_E_4366542.flac,spoof,FAKE,1,0.8430
LA_E_3356922.flac,bonafide,REAL,1,0.4159
LA_E_2032187.flac,bonafide,REAL,1,0.6704
LA_E_7593657.flac,spoof,REAL,0,0.3005
LA_E_3497263.flac,bonafide,REAL,1,0.4649
LA_E_4357918.flac,bonafide,REAL,1,0.3921
LA_E_7114163.flac,bonafide,REAL,1,0.6138
LA_E_1897933.flac,spoof,REAL,0,0.5311
LA_E_2247532.flac,spoof,REAL,0,0.6527
LA_E_4244084.flac,spoof,FAKE,1,0.7786
LA_E_6539067.flac,spoof,REAL,0,0.6914
LA_E_5887280.flac,spoof,REAL,0,0.6722
LA_E_4611212.flac,bonafide,REAL,1,0.6288
LA_E_9504395.flac,spoof,FAKE,1,0.7550
LA_E_4397523.flac,spoof,REAL,0,0.4164
LA_E_7487179.flac,spoof,REAL,0,0.4233
LA_E_2268709.flac,spoof,REAL,0,0.5642
LA_E_4589429.flac,bonafide,REAL,1,0.4469
LA_E_7334278.flac,spoof,REAL,0,0.5601
LA_E_7319981.flac,spoof,FAKE,1,0.7109
LA_E_5641764.flac,spoof,FAKE,1,0.8399
LA_E_5353647.flac,spoof,REAL,0,0.5133
LA_E_7484824.flac,spoof,REAL,0,0.5915
LA_E_5756560.flac,spoof,REAL,0,0.6037
LA_E_9238559.flac,spoof,REAL,0,0.6107
LA_E_7425546.flac,spoof,REAL,0,0.4549
LA_E_4366369.flac,bonafide,REAL,1,0.6580
LA_E_1922768.flac,bonafide,REAL,1,0.4386
LA_E_3122849.flac,bonafide,REAL,1,0.3211
LA_E_2934326.flac,spoof,REAL,0,0.4996
LA_E_3982573.flac,spoof,FAKE,1,0.7068
LA_E_2633954.flac,spoof,REAL,0,0.6822
LA_E_3765852.flac,spoof,FAKE,1,0.8261
LA_E_9620185.flac,spoof,REAL,0,0.5489
LA_E_4966555.flac,spoof,REAL,0,0.5186
LA_E_9758146.flac,bonafide,REAL,1,0.2448
LA_E_9388802.flac,bonafide,REAL,1,0.6429
LA_E_3832892.flac,spoof,REAL,0,0.2610
LA_E_4179276.flac,bonafide,REAL,1,0.4952
LA_E_3325584.flac,bonafide,REAL,1,0.5041
LA_E_4745231.flac,spoof,REAL,0,0.6955
LA_E_7004907.flac,bonafide,FAKE,0,0.8602
LA_E_2699522.flac,bonafide,REAL,1,0.6950
LA_E_8276683.flac,bonafide,REAL,1,0.4438
LA_E_2562439.flac,bonafide,FAKE,0,0.7082
LA_E_1383856.flac,spoof,REAL,0,0.4431
LA_E_6120457.flac,bonafide,FAKE,0,0.7920
LA_E_2508132.flac,spoof,FAKE,1,0.7973
LA_E_7252637.flac,bonafide,REAL,1,0.3638
LA_E_4740442.flac,spoof,REAL,0,0.3346
LA_E_3473509.flac,spoof,REAL,0,0.5949
LA_E_2070035.flac,bonafide,REAL,1,0.5283
LA_E_3024773.flac,spoof,REAL,0,0.5862
LA_E_4489945.flac,spoof,REAL,0,0.5778
LA_E_6720943.flac,bonafide,REAL,1,0.3761
LA_E_7628805.flac,spoof,FAKE,1,0.8526
LA_E_2135532.flac,spoof,FAKE,1,0.8110
LA_E_2922686.flac,bonafide,REAL,1,0.4823
LA_E_8936677.flac,spoof,FAKE,1,0.7947
LA_E_2382565.flac,bonafide,REAL,1,0.6854
LA_E_1802918.flac,bonafide,FAKE,0,0.7096
LA_E_2539285.flac,bonafide,REAL,1,0.4055
LA_E_8892259.flac,bonafide,REAL,1,0.4207
LA_E_2755176.flac,spoof,REAL,0,0.6665
LA_E_3407024.flac,spoof,FAKE,1,0.7584
LA_E_4318182.flac,spoof,REAL,0,0.6034
LA_E_2921407.flac,bonafide,FAKE,0,0.7024
LA_E_3232905.flac,bonafide,REAL,1,0.5402
LA_E_1440974.flac,spoof,REAL,0,0.6857
LA_E_4602748.flac,spoof,FAKE,1,0.8101
LA_E_5291313.flac,spoof,REAL,0,0.4677
LA_E_2430711.flac,spoof,FAKE,1,0.8111
LA_E_3354393.flac,bonafide,REAL,1,0.3897
LA_E_2354727.flac,spoof,REAL,0,0.5508
LA_E_4680559.flac,spoof,REAL,0,0.6021
LA_E_5626671.flac,bonafide,REAL,1,0.6634
LA_E_7735767.flac,bonafide,REAL,1,0.5887
LA_E_8718289.flac,spoof,REAL,0,0.5005
LA_E_9033053.flac,spoof,FAKE,1,0.8213
LA_E_3691582.flac,bonafide,REAL,1,0.3885
LA_E_8606669.flac,bonafide,REAL,1,0.6468
LA_E_5419438.flac,spoof,FAKE,1,0.7073
LA_E_7065535.flac,spoof,FAKE,1,0.7647
LA_E_3367463.flac,spoof,FAKE,1,0.8458
LA_E_3735956.flac,bonafide,FAKE,0,0.8606
LA_E_2887100.flac,bonafide,FAKE,0,0.8031
LA_E_3277723.flac,bonafide,REAL,1,0.6470
LA_E_1975159.flac,spoof,REAL,0,0.4399
LA_E_3547854.flac,bonafide,REAL,1,0.5062
LA_E_5512930.flac,bonafide,REAL,1,0.5323
LA_E_5245917.flac,spoof,REAL,0,0.3734
LA_E_7077128.flac,bonafide,REAL,1,0.4838
LA_E_6651749.flac,spoof,REAL,0,0.5888
LA_E_9058126.flac,bonafide,REAL,1,0.5003
LA_E_7152033.flac,bonafide,FAKE,0,0.7627
LA_E_2977831.flac,spoof,FAKE,1,0.7247
LA_E_5670270.flac,bonafide,REAL,1,0.4369
LA_E_5661548.flac,spoof,REAL,0,0.5551
LA_E_3701554.flac,spoof,FAKE,1,0.7337
LA_E_9284228.flac,bonafide,REAL,1,0.4510
LA_E_5938879.flac,spoof,REAL,0,0.6800
LA_E_6933040.flac,spoof,REAL,0,0.5096
LA_E_7966619.flac,spoof,REAL,0,0.4256
LA_E_9998584.flac,spoof,FAKE,1,0.7105
LA_E_1141589.flac,spoof,REAL,0,0.4733
LA_E_4872661.flac,spoof,FAKE,1,0.7190
LA_E_3311179.flac,spoof,REAL,0,0.6339
LA_E_8831175.flac,spoof,FAKE,1,0.7039
LA_E_5773481.flac,spoof,FAKE,1,0.8102
LA_E_6017137.flac,spoof,FAKE,1,0.8341
LA_E_1016085.flac,bonafide,REAL,1,0.4744
LA_E_4471004.flac,spoof,REAL,0,0.5805
LA_E_4922563.flac,spoof,REAL,0,0.5601
LA_E_9141103.flac,bonafide,REAL,1,0.4328
LA_E_2963678.flac,spoof,REAL,0,0.5176
LA_E_6578556.flac,spoof,REAL,0,0.4696
LA_E_1711414.flac,spoof,REAL,0,0.5712
LA_E_8141738.flac,spoof,FAKE,1,0.8695
LA_E_3840325.flac,spoof,REAL,0,0.6773
